FILE_ID,LABEL
RE1452310,B
SS1484149,C
P11600515,A
ES1449529,D
SS1488430,A
P11564019,D
ER1417700,D
P11611440,D
ER1405802,D
ER1395430,B
SS1483957,B
ES1450611,D
RE1450615,D
ER1405818,B
RE1471873,D
RE1458500,D
ER1404849,E
ER1390620,B
ER1387137,B
P21498886,D
ES1458152,A
ES1460066,D
ER1412826,D
SS1485894,D
P21690214,D
P11572041,D
ER1433475,D
P11501801,D
P11540588,D
P21500655,B
ES1458976,D
ER1373859,E
ER1363781,E
P11504869,D
P11502202,A
P21500086,D
P21768759,D
ER1434691,C
P11517018,C
ER1432982,A
ER1429391,A
RE1463574,A
ER1433917,D
ES1470465,D
ER1390680,B
ES1435661,D
RE1462854,C
ER1422690,D
ER1414645,D
P11507079,D
ER1410096,D
ER1397697,D
ES1460146,D
RE1449469,B
ER1433139,D
SS1477197,C
RE1453788,B
ES1439322,D
ER1409778,B
ER1398089,B
ER1415252,D
SS1487934,D
ES1439832,B
ER1378220,E
ER1376024,E
ER1402444,E
ES1442875,D
ES1442454,D
ER1433072,D
ER1439407,B
ES1441617,D
RE1463571,D
P21510748,B
RE1458147,D
ER1403028,D
ER1404107,E
ER1429333,D
P11665869,D
RE1473036,D
RE1442663,D
ER1430007,D
ES1440225,D
ER1382453,B
RE1466736,D
P31498592,A
ER1390579,E
ER1385001,E
ER1386652,D
ER1394748,A
ER1405976,D
RE1441712,C
SS1492086,A
ES1436113,B
ES1471339,D
ER1412585,A
RE1453224,D
RE1446420,D
ES1430536,B
RE1451943,B
RE1466630,C
P21534375,D
ER1397866,E
ER1412864,D
ER1399345,B
ES1441507,D
P11570469,D
ER1422342,D
P21512767,A
ES1431556,B
ES1454237,D
ER1429774,B
ER1407106,D
RE1469354,B
P21517408,D
ER1415285,D
ES1445234,A
ER1399054,D
P21512741,D
ES1424926,D
ER1438107,D
RE1448099,D
ER1391560,E
ER1403015,D
ES1467366,D
RE1468928,D
ER1428529,D
ES1435601,D
ER1393851,D
ES1470869,D
P11594516,D
P11535213,D
P11560753,D
ES1473289,A
ES1464382,B
SS1477673,D
P11507851,D
RE1450215,D
ES1443798,B
SS1484994,D
ER1409249,D
ER1389219,E
ES1448105,D
ER1435943,D
RE1478959,A
P11513486,D
RE1450307,D
ES1447640,D
RE1444382,B
P11537775,D
RE1455325,D
ER1402005,E
RE1455998,C
ES1430704,D
P21509850,D
ES1468547,C
P21549854,A
ER1412637,D
RE1449477,B
ES1466014,D
ES1448231,D
ER1404877,E
ES1467354,D
ER1419975,D
P11512529,D
ES1443360,D
P21506406,B
ER1391441,B
ER1404306,D
ES1467341,D
ER1399524,B
ES1448248,C
ES1467081,D
EP1206939,D
SS1489199,C
P11514470,A
P21503412,B
ER1401543,D
ES1439113,B
P11533489,D
ER1397184,E
RE1474901,D
P21515250,A
ER1423299,D
ER1436566,B
SS1477072,C
P11504620,D
ER1424907,B
ER1390590,E
RE1440974,D
ER1436928,D
RE1479894,D
ER1409245,B
ER1404724,E
SS1483797,C
SS1476182,B
ER1414376,D
RE1475391,D
RE1465365,C
ER1430455,D
ES1446662,D
P11559706,D
ER1429851,A
RE1443351,D
ES1469718,D
ER1405526,E
SS1485922,C
ES1471889,D
ER1437294,D
ER1400815,E
SS1485399,C
ER1397130,E
ER1413724,D
ER1408709,D
ER1394577,B
ER1423012,D
ER1404923,D
RE1453103,D
RE1447941,B
RE1463249,D
ER1423499,D
ES1447566,A
ER1437421,D
RE1472512,D
SS1475549,D
ER1418332,D
ER1388147,E
ER1440415,C
ES1444643,B
ER1411638,D
SS1476683,B
ES1463852,D
ER1402502,E
ES1445917,D
ER1387224,E
ER1421574,D
ER1410781,D
ER1433930,D
RE1457501,A
P11503518,A
SS1497516,A
ER1430502,D
P11587345,A
RE1460492,B
ER1381269,C
ES1472982,D
ER1430596,D
ER1389863,E
SS1494743,D
ER1412724,D
ER1430937,D
P11531998,A
ER1416565,D
ES1428995,A
RE1441232,A
ER1383793,E
SS1481626,C
SS1476279,C
ER1434678,C
SS1474689,D
ER1391226,E
ES1466108,C
RE1461689,C
ER1434150,D
ER1389630,E
SS1490029,D
P21533077,A
ER1419227,D
ER1403391,E
SS1480355,C
ER1432521,D
P11527812,B
ER1402455,D
ER1394786,D
ES1437761,B
P21518949,C
P11647860,A
ER1389884,E
RE1459647,C
P11500359,D
ER1414892,D
ER1394805,E
ES1447540,D
ES1467033,D
ER1393625,E
ER1435193,D
RE1478264,D
ES1448624,D
P31516287,B
P11568350,A
SS1482632,D
SS1489211,D
ES1457884,B
P11579597,A
ER1381225,E
ER1409050,B
P11563023,D
ER1393932,E
ER1397597,D
ER1402514,E
SS1480855,B
ER1393702,B
ER1438965,B
P11586491,D
RE1458581,D
ES1442670,D
ER1385069,E
P11511634,B
ER1413787,B
ER1420975,D
SS1475153,C
ER1405546,E
ES1444869,B
P11515038,D
P11519812,B
ER1402076,E
ER1399203,B
ER1393845,E
RE1462289,B
ER1423793,D
P11508368,D
ER1382365,D
ER1431346,D
ER1406301,D
ER1408078,D
RE1447134,D
P11627965,D
RE1447563,C
ER1392066,E
ER1375985,E
P11505512,D
ER1417141,D
ER1416763,D
ER1395593,E
ES1439748,B
ES1463562,D
ER1396229,D
P11509524,D
SS1491328,D
ER1396396,E
RE1465585,B
P21512176,D
ER1412023,D
ER1392167,E
ES1470884,D
ER1428268,D
P11516524,D
ES1452265,D
RE1448383,B
ES1463929,F
ER1400230,E
P11508342,D
ER1424231,D
ES1440868,B
SS1484266,D
RE1448539,C
RE1447133,C
RE1456014,D
P21538865,D
ER1380965,E
ES1444027,D
ER1399341,E
ER1404494,E
ER1401513,E
ER1385700,D
ER1398021,B
RE1466452,C
P11528304,B
ES1460831,D
ER1391769,E
P21560114,C
ER1378395,E
ER1413178,D
ES1427928,A
ER1409732,D
ES1471993,B
ER1396343,E
ER1433313,A
SS1474465,D
ES1445493,D
P21499360,D
ER1434747,D
P11524191,A
SS1474266,B
RE1446850,C
RE1465936,C
RE1454392,B
P11659954,D
SS1488631,D
ER1401624,D
ER1398743,D
ER1405343,E
P11516314,D
P11507052,B
ER1389762,E
SS1480319,C
ER1428243,F
ER1396738,B
ER1402480,E
ES1473341,A
ES1423087,D
P11506791,A
P21498445,B
RE1456053,C
ER1404292,D
ER1421044,D
ER1380201,D
ER1421470,A
ES1428990,B
ES1451256,D
ER1395713,A
ES1447180,D
ER1432025,D
ER1401839,E
ER1423494,B
ER1405138,B
ER1378766,D
SS1487124,A
ER1411184,D
ES1472087,B
ER1391449,E
ER1407987,B
ER1405879,B
ER1383929,E
ER1430756,D
ER1406800,D
ER1418145,D
RE1445502,F
RE1464456,C
ES1444670,D
RE1440545,C
RE1449838,C
ES1442765,D
ER1412799,D
ER1396651,E
RE1476536,D
SS1473766,A
ER1435435,D
ER1413715,D
ER1397656,B
P11537539,A
ES1464891,D
ER1427319,D
SS1480786,C
RE1470536,A
P21537126,D
RE1445020,D
ER1391468,E
ER1400801,D
SS1477635,D
RE1462857,D
P21502689,B
ER1375110,E
ER1363773,E
ER1393757,E
P11556393,D
ER1395728,B
P31500560,D
ER1418939,D
ER1438531,C
P11566415,D
RE1472992,A
ER1405179,E
RE1453107,B
ER1396648,E
ER1398253,D
ER1399386,E
ER1433896,D
ER1409845,A
ER1397723,E
ER1392311,B
ER1385243,E
RE1450000,A
ES1471177,D
ER1374665,E
ES1440605,D
P21500678,D
ER1435020,D
P11542271,A
P11561498,D
ES1449588,D
RE1461983,D
ER1400697,E
ES1443761,D
ER1410148,A
ES1430708,B
ES1424206,B
ER1404425,D
ER1406799,D
ER1415580,D
ER1414098,D
P11523998,D
P11503956,D
P11503617,C
ER1429949,A
ER1401538,D
ES1428007,D
ER1421979,D
ES1442538,D
ER1388807,E
SS1473879,C
ES1448805,D
RE1461846,D
RE1452282,A
ER1423990,D
ER1383918,E
ER1386917,E
ER1397850,B
RE1448806,A
SS1478572,B
ER1398120,E
ES1448857,B
ER1410519,A
ER1398240,E
ER1411532,A
P11502958,D
RE1464480,C
ER1439956,D
ER1404711,A
RE1451373,D
P31517782,A
SS1473984,D
P11520609,D
RE1470276,D
ER1421223,D
ER1393670,E
ER1403501,A
ER1418114,D
P11502577,A
SS1487978,C
ER1400257,E
RE1456322,C
P11534437,B
ER1384146,B
ES1445968,D
P21509967,B
P11516927,B
ER1424271,D
ES1464968,D
ER1423334,D
ER1431125,C
ES1439084,D
P11514308,D
RE1466224,A
ER1426116,D
RE1464903,D
P11632678,D
ES1431496,D
ER1405449,E
ER1437452,D
ER1394582,B
ER1386857,B
ER1397530,E
ER1389718,D
ES1462372,F
ER1408608,D
ER1376022,E
ES1434626,B
P11523666,D
P11580625,B
ER1414468,D
ER1399034,E
P11526214,D
ES1450667,D
ER1416114,D
SS1494351,A
ES1440223,D
P31505860,A
ES1450450,B
P11502394,D
ER1408794,D
RE1468955,A
ER1385067,E
ES1452747,A
ES1465720,D
P11503825,C
ER1429024,F
ER1415756,D
ER1409052,B
SS1476704,A
ER1406074,A
ES1439480,D
P21685015,D
P21581949,A
ES1454992,D
RE1470330,D
P21507890,D
ER1406556,D
ER1395867,E
ER1400566,B
ES1435093,B
ES1473000,D
ER1407655,D
ER1401667,E
SS1486178,D
SS1481857,D
ES1470621,A
RE1450840,D
ER1400413,D
P11514655,A
P11523842,A
RE1455180,D
ER1419106,D
ER1417487,D
ES1442569,D
RE1478512,D
ER1405242,E
P11510310,A
ER1395237,D
SS1475319,A
P11504577,A
P11543325,A
RE1443107,B
ER1385569,B
RE1467300,C
RE1464571,C
ER1383840,E
ER1411316,D
ER1429875,A
RE1451458,B
ER1412837,D
P21512951,D
ES1433364,B
ER1381398,E
ER1420816,A
P21780113,D
ER1425180,D
ES1430754,B
SS1480339,B
ER1389206,E
ER1389287,E
ER1424366,D
ER1388948,E
P11506641,A
ES1451996,D
RE1468256,A
P11591455,D
RE1466510,C
ES1430358,B
RE1465236,A
ER1392553,E
RE1444788,B
ES1450376,D
ER1390419,A
ES1442174,D
ER1438781,D
ES1449534,D
ER1414410,D
P11594962,A
SS1480475,B
P11513891,D
ER1407566,B
RE1464158,D
ES1456947,D
ER1403713,B
ER1422336,D
ER1396337,E
ES1447692,A
ER1426019,D
ER1404143,E
ER1402524,E
ER1399423,E
P21500060,D
P11536458,D
ER1404536,E
ER1422698,A
ER1435599,D
ER1437931,C
ER1390000,B
ER1398744,B
ER1407036,D
ER1414919,D
ER1420113,D
P11510672,D
RE1457172,D
ER1394855,E
ER1413995,D
ER1390619,E
P21509005,A
ES1450932,A
ES1438946,D
P11516464,A
ER1404493,E
ER1397264,E
RE1468281,D
RE1466057,D
ER1406172,B
ER1429855,A
RE1456986,C
P11510536,C
P11517304,D
P21500586,A
P11523988,B
P31501496,A
ER1422129,A
ER1405027,E
ES1449775,D
ES1446498,D
P21509994,B
P11541342,D
RE1454395,A
ES1457758,D
P21567953,D
ER1383822,E
ER1386851,D
ES1463311,D
ES1449649,A
RE1476352,D
SS1480204,C
ES1443324,B
ES1437894,B
ER1396819,E
RE1455158,A
ER1405268,E
SS1488617,C
ER1361938,E
ER1400735,D
ES1450392,D
ES1429917,B
ER1402034,D
P11511395,D
ER1423346,D
RE1445147,A
P21501577,D
ES1459030,B
RE1480620,A
P21520631,D
SS1473829,C
RE1453663,B
ER1412662,D
ER1395620,E
ER1376940,E
RE1453620,B
ER1404559,E
ER1393791,E
ES1437233,A
RE1453229,A
ER1389769,E
ER1411171,D
RE1459713,A
ER1396114,E
ES1467517,A
RE1464727,C
ER1419665,D
ES1447668,A
ES1429000,B
ER1387345,E
ES1438402,B
ER1436787,C
P31505259,D
SS1488173,C
ER1428031,D
P21532273,D
P21561699,D
ES1446887,A
P11618676,D
ES1436671,B
ER1395675,E
ER1389356,E
ES1451291,D
RE1444632,A
RE1445175,B
ER1387844,D
ER1396968,E
ER1414363,B
RE1451686,A
ES1438154,B
P21571443,A
ER1407222,B
ES1466509,B
SS1492185,D
SS1475787,A
SS1496208,A
SS1474664,A
P21500799,A
ER1420931,D
RE1462396,D
ER1397938,E
RE1464803,D
RE1449243,C
ER1421211,B
ER1429965,B
P21508117,A
ER1402498,E
ER1398914,E
ER1425991,D
ER1393079,B
RE1464494,D
P21538513,A
ER1397922,E
P31517053,A
P11520339,A
ER1423488,D
ES1456392,D
ER1401658,E
ER1411425,D
ER1421303,D
RE1459435,B
ER1423574,D
RE1447565,C
ER1422118,D
ER1405310,B
ER1396449,E
ER1395377,D
RE1468280,C
ER1396238,E
ER1422573,B
ER1396818,D
P11538597,D
ER1400991,E
ES1469565,D
ES1433569,B
P21621612,D
ER1396418,B
ER1424276,D
SS1493357,A
ER1404695,E
SS1485877,C
P11513926,A
ER1383417,D
P21510664,B
RE1455085,D
ER1435033,B
ER1380236,E
P21730618,D
ES1448565,D
ER1411174,B
ES1455105,B
ER1425604,B
ES1442656,D
P11507586,A
ER1395508,E
ES1465470,D
ER1398267,B
P21523351,A
ER1417385,D
RE1468167,D
P11519048,A
ER1393003,D
ER1392298,E
ES1445281,D
RE1459802,D
ES1469448,C
P11736024,D
P11498803,A
P11508169,A
RE1452750,B
ER1400749,E
P21747168,D
ER1431729,D
ER1383835,E
ER1402020,E
P31499489,D
ER1395803,D
P11543340,A
RE1460441,D
ER1408596,B
SS1476011,B
P11502499,A
RE1453441,D
ES1456468,A
SS1475941,C
ER1404133,E
ER1403885,B
ER1397247,E
P21501132,A
P21660752,D
ES1427475,D
ER1390309,E
ER1402323,D
RE1465804,D
ES1436364,D
SS1476714,D
ER1396339,E
SS1486499,C
RE1459754,D
ER1416374,D
P21534372,B
P11519375,A
RE1441890,D
SS1476836,A
ES1473351,A
ER1424194,D
SS1488881,D
ER1434523,C
ER1389056,E
RE1443355,B
ER1392276,E
ER1415372,D
ER1391353,B
ER1439339,D
RE1460372,D
ER1414770,D
P11586513,D
P11502311,D
ER1422541,D
ER1406969,D
SS1481909,D
EP1206588,E
ES1448550,D
ES1473531,A
ER1387292,E
ER1396993,E
ER1427805,D
ER1395431,E
ER1399584,D
ES1468763,A
ES1442366,D
ER1390228,B
ES1469535,C
P11507239,C
P21603182,D
ER1403975,D
ES1436729,D
P11528891,D
ER1413198,A
ER1433846,D
ER1415400,D
RE1473646,A
RE1469043,A
ER1430307,A
ES1473325,A
ER1397820,E
P11537864,A
P11540590,A
ER1398865,E
SS1485222,A
P11596796,A
ER1412475,D
P11524437,D
ER1392302,B
ER1383829,E
ER1394073,E
RE1466327,D
ES1447104,D
ER1395716,E
RE1457365,B
RE1463743,D
ER1416174,D
ER1411154,D
ER1400667,E
ES1454611,D
P11541351,D
RE1466634,D
P11522609,C
RE1460555,B
ER1395427,E
ER1405051,D
ER1395270,E
ES1463019,D
P11508007,D
ER1413984,A
ER1434811,D
ER1398509,E
ER1439618,D
ES1473550,D
ES1451503,D
RE1440631,D
P11516191,A
ER1393549,E
ER1430886,D
RE1464596,D
ES1457011,D
RE1458964,D
ER1417599,D
ES1465694,D
ER1403159,E
RE1458582,A
ER1394107,B
ES1435309,D
ER1411761,D
ES1439147,B
ER1404987,B
ER1402047,D
ES1452847,B
RE1444846,C
RE1441389,A
ER1419528,A
ER1408174,D
ES1453178,D
ER1399551,E
SS1476454,D
SS1480589,C
P11498100,C
ES1472655,D
ES1462660,D
ER1391392,B
RE1448003,B
ES1443988,D
ER1395385,E
P21500920,D
SS1486963,C
ES1461413,D
ER1390921,E
RE1446247,A
ER1408055,D
ER1404369,E
ER1403301,E
RE1452118,A
ES1450271,D
SS1497550,D
ER1432981,A
ER1415840,D
P21498738,A
P11506102,A
ER1379607,E
ER1433002,B
P11509989,A
RE1452171,D
ES1429977,B
ER1390603,E
P21502011,B
ES1456676,D
SS1479988,B
P21501189,B
SS1489095,D
ER1396408,E
ER1409395,D
ER1433070,D
SS1478459,C
ES1459393,F
ER1398826,E
ER1401733,B
ES1461273,D
ER1423504,D
ER1382532,E
ER1435746,D
SS1480821,A
ER1419806,D
RE1458681,D
SS1474057,B
SS1477300,D
RE1466623,D
ER1376068,E
ES1448815,A
ES1431040,B
ER1404315,E
ES1439246,D
ER1419897,A
ER1431347,D
ER1402894,E
ES1470155,D
ER1428263,D
P11506118,A
ER1392102,E
ER1419763,D
ER1398042,B
P11725546,B
P11501396,A
ER1405551,A
ER1429758,A
ER1419010,D
ER1437050,B
ER1420805,A
ER1398313,E
SS1480128,D
ER1415395,D
ER1398980,E
RE1450227,A
ES1443885,B
ER1402255,E
ES1464001,D
ER1388821,E
ER1436931,A
ER1384618,E
ER1405934,D
ER1396351,E
RE1444653,D
ES1450041,D
RE1456315,C
ES1444700,D
RE1446897,D
P11572044,D
ER1435858,D
ER1430439,A
RE1447279,C
P11524553,A
ER1434083,D
RE1444379,C
ER1402266,E
ES1472787,C
ES1461105,A
RE1443643,D
P11514952,A
ES1440853,D
ER1396022,B
ER1393390,E
RE1457864,D
ER1434593,C
ER1378746,E
ES1451451,D
ES1447649,A
RE1443216,A
SS1482362,B
P11502603,A
RE1461684,D
ER1425371,D
ER1388996,E
ER1401995,E
ES1429327,B
ER1417851,D
P11583348,D
ER1383785,E
RE1450247,D
P21506538,D
ER1416741,D
P11527874,D
ER1438925,D
ES1465404,A
ES1458695,D
P11510432,D
ES1444955,B
ER1388689,E
ER1404468,E
ER1405229,D
ER1395626,E
SS1483954,C
RE1476376,A
RE1448393,C
ER1387873,B
ER1406625,B
RE1466632,C
SS1475848,B
ES1449542,B
ES1440492,D
ER1403653,D
ES1444109,A
ES1429511,B
P11517770,A
P11508292,A
SS1479524,C
ER1392598,E
RE1445241,B
RE1443218,A
ER1411084,D
ER1401711,E
ER1396118,E
ER1434699,D
ER1426722,A
RE1453845,A
ER1413219,D
ES1460816,C
ES1425923,B
ER1408951,D
ER1389831,E
ER1387682,B
ES1443015,B
P11600174,A
RE1448443,C
ER1424534,D
P21542644,D
SS1475337,A
RE1457884,B
ER1388235,E
RE1471096,C
ER1434395,D
ER1397528,E
P11530254,D
RE1474719,A
ER1417716,D
ER1393818,D
ER1435132,D
P11510016,D
P11510832,D
P31518084,D
ER1414671,D
RE1475177,A
RE1448590,C
ES1433127,D
ER1421334,D
RE1479860,D
ES1464468,A
ER1387828,E
ER1404698,D
P11504584,A
SS1476680,B
ES1446067,A
RE1462837,D
ER1413006,D
ER1404037,E
ER1424117,D
SS1485923,C
ER1385234,E
ER1392380,B
ER1436697,D
RE1460559,D
RE1458775,C
ER1396519,D
ES1464983,D
ER1400733,E
RE1452828,A
RE1470784,C
ES1430259,B
ER1420019,D
ES1456776,D
EP1207161,E
ER1396877,E
ER1400701,E
P21547029,D
ER1438238,D
RE1475173,D
ER1419981,A
ES1444148,D
ES1445322,A
ER1391873,E
ER1389199,E
P31507189,A
P11507471,C
P11552894,D
ER1399371,B
ES1439654,B
RE1468950,A
ER1386526,B
ER1408045,D
P31520594,A
ER1430026,B
ER1395116,B
ES1441674,D
ER1432546,D
P11515501,C
RE1459663,D
ES1449164,D
ER1406652,D
ER1390186,E
ES1465489,D
RE1450775,B
P11521473,D
ER1396745,E
RE1464168,C
ES1445838,D
ER1404303,E
RE1462367,D
ER1405317,D
ER1404717,A
ER1401939,B
ES1473483,A
ER1422201,D
P11509145,A
ER1417680,D
ES1463492,A
P11627758,A
RE1448649,C
ER1384620,E
SS1476294,C
P21510403,A
ES1457187,D
ER1438135,D
SS1489039,C
ER1399835,E
SS1492183,B
ER1432723,A
ES1448791,D
ER1405087,E
ES1456952,D
ER1362372,A
ER1416571,D
ES1431081,A
P21619797,B
ES1445755,D
ES1456771,D
P11508711,D
ER1415266,D
ER1431914,D
ER1423941,B
P21594437,A
ER1422708,A
ER1384832,E
SS1485001,C
RE1460381,B
ER1389427,B
SS1475777,A
ER1418471,A
P11510807,A
SS1489196,C
ER1398373,E
P11533895,A
ES1472993,D
ER1382165,E
ER1417577,D
ES1444992,D
ER1388014,E
ER1398882,E
SS1475479,D
ES1447745,D
ER1377282,E
ER1411224,D
RE1465351,C
ER1410884,D
ER1394734,B
P11515169,D
ES1459711,D
ES1470248,D
P31521570,D
ER1383910,E
ES1439348,B
ES1452093,D
ER1433027,B
P11501901,A
SS1485913,F
ES1472033,C
ER1395708,B
ES1465801,B
ES1445579,A
ES1443329,B
ER1404757,B
ES1461363,A
ER1415453,D
ER1404673,E
SS1487347,B
ER1388975,E
P11538095,A
ES1452164,D
RE1449407,A
ER1396600,E
ES1442361,D
ES1443637,D
ER1370093,E
RE1443119,B
ER1392153,E
P21501514,B
ER1422587,D
RE1457973,B
P21499492,A
RE1448630,D
ER1395361,E
ES1447972,D
SS1473861,C
ES1436221,D
ER1388373,B
P21500769,D
ER1397387,D
ES1464619,D
P11498094,D
ES1463875,D
ER1435314,D
ER1387971,E
ER1435683,D
ER1397200,B
ES1447967,D
EP1207121,E
ER1404411,E
P11501733,A
ES1440374,B
SS1474841,C
ER1428850,D
ER1396943,E
ER1409618,D
RE1451130,B
ER1431115,D
P21510113,B
ER1367214,E
ES1443705,D
ER1403730,E
RE1459418,B
ER1410744,D
ER1400616,E
ER1389362,E
RE1474605,B
ES1473258,C
SS1483103,C
ER1389626,B
ER1433939,B
ER1401596,E
ER1411519,D
ES1440188,D
P21503370,A
P11514303,B
ER1422965,B
P31506190,A
ER1398998,E
SS1487678,C
ES1441236,D
ER1397969,E
RE1449817,D
SS1474912,C
ER1397959,E
P11501379,A
ER1422826,D
ER1424129,D
ES1440338,D
ER1413008,B
ER1383807,E
ES1464439,D
SS1482286,B
RE1469363,C
ES1430413,B
ER1394461,E
ES1473267,A
P21519850,A
SS1483249,C
ES1464762,B
ES1456851,A
ER1411439,D
ES1445398,D
ES1472022,D
ES1423149,D
EP1206839,E
SS1489186,C
ER1431891,A
RE1450819,B
ES1470785,D
ER1420830,A
SS1478759,D
ES1435702,B
RE1450029,A
SS1494170,A
SS1489582,B
ER1395687,B
ER1413477,D
RE1479839,D
ER1412386,B
ES1444080,B
RE1453994,C
ER1396808,E
ES1430415,B
RE1443334,A
ER1408405,D
ER1391453,B
ER1425902,D
ER1397690,D
ER1400596,E
P11600084,D
ER1391923,B
ES1448705,A
P11498273,A
RE1464687,B
ER1424684,D
SS1475135,C
RE1464974,A
ER1395200,D
ER1391971,A
ER1393995,E
P21497964,A
ER1384586,E
RE1459536,D
SS1481693,B
ER1395031,D
P21616699,A
P11510474,A
SS1479135,D
RE1452829,B
ES1473028,F
ER1438268,A
ER1383230,B
ER1412477,A
ER1376010,E
RE1454302,B
ER1383842,E
ER1404659,A
ER1421997,A
ER1431888,A
ER1432962,A
ER1390502,E
ER1398997,E
ES1473412,B
ES1452646,D
ER1403068,E
ER1382285,E
ES1444807,D
P11498027,D
ER1397278,E
RE1447296,B
P21674020,D
ER1388773,E
ER1414420,D
RE1468364,C
RE1442524,D
RE1450612,C
RE1442521,D
ER1368994,E
ER1395870,E
ER1395746,E
ER1397144,B
P11517069,D
P21498899,A
ER1408426,D
SS1476458,B
ER1432037,D
ER1402447,E
SS1479631,C
ES1451754,D
RE1465199,B
ER1409187,D
ER1394772,B
P21499736,D
RE1452254,B
ES1470324,D
ER1407612,B
ES1443783,D
RE1480672,D
ES1460813,D
ER1401870,E
P11521109,D
ES1447123,A
P11519316,A
ES1449619,B
ER1418976,D
ER1398837,E
RE1444629,A
ER1395852,A
P11507578,A
ER1394242,E
RE1464299,B
ES1448230,C
ER1420619,D
ER1412134,D
RE1452911,C
ES1473540,D
ER1389020,E
P21661801,D
P11534395,A
ES1442539,B
ER1434984,D
ER1424919,D
RE1469907,B
ES1402457,D
ER1426368,D
RE1463443,D
ER1425153,A
ES1441133,D
RE1451475,D
RE1464104,D
P21545236,A
RE1444532,D
RE1440585,B
ER1402403,E
SS1490494,D
RE1454870,D
ES1440391,D
ES1463258,D
ER1410749,D
P21550563,D
RE1454057,A
ES1470948,D
ER1394133,D
ES1435221,D
ER1393583,B
ES1448524,A
ES1428472,A
ER1430316,A
ER1415456,B
ER1390128,E
P11539480,D
ER1380705,E
ER1415121,D
ER1421214,B
ER1424862,D
RE1452776,B
P21508853,A
SS1492450,D
ES1440818,B
ER1412245,D
RE1461194,B
SS1489439,C
ER1406555,B
RE1451849,D
P11524317,A
ER1414888,B
ER1417223,D
ER1400586,D
ER1395028,E
ER1432004,D
ER1397306,E
SS1479213,C
ES1473312,A
ES1432100,B
RE1461008,D
RE1450548,A
RE1444602,C
P11500458,A
ER1403266,E
ER1388917,E
RE1457984,B
SS1476000,B
ER1394157,E
ES1447218,B
ER1397532,E
RE1451205,D
ER1408413,D
RE1452149,D
ER1396683,E
ES1456481,D
ES1470827,B
RE1460479,D
ER1427768,D
ER1438114,C
ER1432972,A
ER1412128,D
ER1403387,E
ER1418876,D
ER1386919,B
ES1412285,D
SS1490925,A
ER1396649,B
ER1385338,E
P11508961,A
P11649763,A
ER1376154,E
P11548689,D
ER1397411,E
ES1444953,B
P21503347,A
ER1381212,B
RE1456241,B
RE1463617,D
RE1460420,A
ER1418654,D
RE1462512,D
P11502248,D
ER1398512,E
P11498172,A
SS1483077,C
ER1381944,E
ES1451195,B
ER1418084,B
ES1449688,D
P11601413,D
P11502587,A
ER1388755,E
SS1488615,C
ER1403839,E
P11557756,A
ER1401818,E
RE1459786,C
ER1396029,E
ER1440344,C
ES1467425,D
ER1437171,D
ER1422975,D
ES1430514,D
P11713988,D
ER1399510,E
ES1442415,B
P31504955,A
P11539344,D
RE1453199,A
P11503092,A
SS1486683,C
ER1406552,D
ER1420055,D
ER1383811,E
SS1473779,C
ER1396461,E
RE1466238,B
ES1450704,D
P11539451,A
RE1456969,C
ER1404541,E
SS1483703,D
ER1396172,E
P21702408,D
P11502143,A
ER1400799,E
ER1405293,E
P11507590,B
ER1397339,E
P11499122,A
ER1401746,B
ES1456570,B
ES1443959,D
P11552632,A
ES1430150,B
ES1466910,A
RE1469918,D
ER1402594,D
P11526686,A
ER1390679,D
P31499218,D
ES1429534,B
RE1462831,F
ER1395836,E
RE1463724,D
ER1403392,D
P11537407,D
SS1482766,D
P21528992,A
P11537692,A
SS1478438,C
ES1431826,D
RE1461868,A
SS1474283,B
ER1437975,A
ER1423285,D
P31506125,A
ER1377976,E
ER1419784,D
ES1430532,D
SS1474610,A
P11539506,D
ER1393835,B
ER1362431,E
ES1439597,D
ER1405347,E
ER1327771,E
P21510930,D
RE1441423,A
ER1396193,B
ER1404947,D
RE1475727,D
ER1391469,E
RE1457185,C
ER1389724,A
ES1427936,A
RE1440937,B
ES1440558,D
ER1430468,D
RE1462809,C
RE1443286,D
RE1448417,A
SS1475596,C
SS1494195,A
ES1405986,D
RE1452252,A
ES1449510,A
ER1402805,E
SS1497020,D
P11525866,A
RE1442593,C
SS1480948,C
ER1430301,A
P11513150,A
ER1389712,E
RE1472450,D
P21500612,D
RE1479463,A
ER1429559,D
RE1447042,B
ES1445925,D
ES1464620,C
RE1476504,D
ER1391458,E
ER1404830,E
ER1397406,D
ER1407648,D
ER1387222,E
SS1483314,D
ER1390344,E
P11534943,D
RE1469370,A
RE1452621,D
ES1461441,B
ES1473492,A
P11537677,D
P11654835,C
ES1470484,D
P11505689,A
ER1393372,E
ER1401809,E
P11508998,B
ES1450931,D
ER1435550,D
ER1392264,E
ER1404519,A
ES1454633,B
ER1417275,A
ER1395264,D
ER1430621,D
SS1476492,D
ER1395730,E
RE1452814,C
ER1412687,A
RE1464157,D
RE1448768,A
ER1391538,E
SS1484002,D
RE1442523,D
P11510757,A
ER1420027,A
RE1454357,B
ER1403485,D
ER1415024,D
RE1460135,D
P11502058,C
ER1409937,D
ES1470066,D
P11502184,B
ER1400034,B
ER1402398,E
ER1432308,A
P21692794,D
P21770148,A
SS1486358,B
P11527814,A
ER1395425,A
ER1423790,D
